"mapid","adxcode","regioncode","time","win","weights"
1,"9","1156211200","19",0,131
1,"4","1156220200","19",0,168
1,"2","1156120000","19",1,3
1,"8","1156210500","19",0,74
1,"6","1156150100","19",1,9
1,"6","1156611000","19",0,82
1,"2","1156411000","19",0,2
1,"7","1156220800","19",1,12
1,"7","1156130400","19",1,13
1,"6","1156431200","19",1,18
1,"1","1156220400","19",1,14
1,"10","1156150400","19",0,115
1,"9","1156441500","19",1,227
1,"3","1156220500","19",0,1
1,"8","1156350100","19",1,2
1,"4","1156140800","19",0,628
1,"6","1156220100","19",0,2
1,"8","1156220300","19",1,1
1,"10","1156222400","19",0,15
1,"8","1156620100","19",1,19
1,"8","1156511700","19",0,2
1,"9","1156371000","19",1,7
1,"1","1156632200","19",0,14
1,"6","1156220800","19",0,1
1,"9","1156659000","19",0,25
1,"7","1156441500","19",0,63
1,"7","1156230500","19",0,40
1,"5","1156361000","19",0,3
1,"9","1156451300","19",1,3
1,"8","1156440700","19",0,1
1,"5","1156340600","19",0,2
1,"2","1156511100","19",0,117
1,"1","1156440600","19",1,5
1,"2","1156220400","19",0,45
1,"6","1156230200","19",0,224
1,"7","1156653000","19",0,2
1,"4","1156230600","19",0,140
1,"9","1156510900","19",1,7
1,"5","1156232700","19",1,7
1,"9","1156340100","19",1,27
1,"8","1156120000","19",1,29
1,"5","1156150500","19",1,40
1,"6","1156230900","19",0,2
1,"9","1156220600","19",1,14
1,"7","1156653200","19",0,18
1,"4","1156445300","19",1,112
1,"1","1156140700","19",0,415
1,"6","1156141100","19",0,592
1,"8","1156532600","19",0,32
1,"9","1156310000","19",1,1
1,"7","1156140400","19",0,448
1,"3","1156440100","19",1,3
1,"10","1156522700","19",0,1
1,"1","1156222400","19",1,1
1,"8","1156360700","19",1,7
1,"9","1156513300","19",0,12
1,"6","1156220500","19",1,1
1,"1","1156371400","19",0,6
1,"1","1156210300","19",1,8
1,"4","1156410400","19",1,4
1,"4","1156140900","19",0,254
1,"2","1156420300","19",0,11
1,"5","1156130200","19",1,5
1,"1","1156370100","19",1,1
1,"8","1156220600","19",0,27
1,"3","1156420500","19",0,1
1,"9","1156360700","19",0,3
1,"1","1156141000","19",0,720
1,"7","1156230600","19",0,4
1,"5","1156231100","19",0,55
1,"2","1156310000","19",0,23
1,"9","1156120000","19",1,2
1,"6","1156140500","19",0,174
1,"8","1156310000","19",0,9
1,"4","1156500000","19",0,9
1,"5","1156440300","19",0,10
1,"1","1156330100","19",1,67
1,"9","1156440100","19",0,9
1,"10","1156450400","19",0,271
1,"3","1156370200","19",1,1
1,"5","1156341800","19",0,3
1,"4","1156140300","19",0,104
1,"1","1156220100","19",0,3
1,"8","1156320100","19",1,16
1,"2","1156620300","19",0,19
1,"7","1156220500","19",0,1
1,"5","1156130500","19",1,13
1,"7","1156440900","19",0,29
1,"9","1156520400","19",0,89
1,"1","1156130600","19",0,4
1,"7","1156150100","19",0,156
1,"9","1156131100","19",0,334
1,"1","1156120000","19",0,2
1,"4","1156440700","19",0,3
1,"1","1156210800","19",1,13
1,"5","1156230600","19",1,2
1,"5","1156440800","19",0,3
1,"9","1156210400","19",0,49
1,"6","1156120000","19",1,1
1,"4","1156430500","19",0,1
1,"10","1156652800","19",0,63
1,"4","1156230900","19",1,2
1,"5","1156330300","19",1,11
1,"5","1156420900","19",0,1
1,"9","1156430100","19",1,2
1,"4","1156420100","19",1,45
1,"7","1156440300","19",1,2
1,"4","1156610400","19",1,5
1,"8","1156652900","19",0,39
1,"8","1156650100","19",0,4
1,"5","1156230100","19",1,1
1,"2","1156230700","19",0,109
1,"3","1156140200","19",0,171
1,"5","1156220500","19",0,56
1,"6","1156210100","19",1,2
1,"5","1156222400","19",0,2
1,"10","1156140600","19",0,138
1,"7","1156440800","19",0,3
1,"2","1156411200","19",1,2
1,"3","1156440300","19",1,10
1,"8","1156371500","19",1,2
1,"10","1156150300","19",0,9
1,"5","1156361100","19",0,2
1,"10","1156500000","19",0,21
1,"1","1156152500","19",1,2
1,"4","1156610100","19",1,7
1,"8","1156210300","19",0,8
1,"2","1156210600","19",1,7
1,"10","1156360200","19",0,6
1,"10","1156150700","19",0,1
1,"9","1156150500","19",0,66
1,"2","1156511700","19",1,9
1,"7","1156230200","19",1,3
1,"1","1156340400","19",1,2
1,"7","1156442000","19",0,9
1,"3","1156360400","19",1,2
1,"2","1156440300","19",0,16
1,"1","1156360400","19",1,1
1,"4","1156411300","19",0,4
1,"1","1156220100","19",1,2
1,"9","1156360100","19",1,6
1,"10","1156371100","19",1,1
1,"4","1156533400","19",0,20
1,"4","1156510100","19",1,20
1,"2","1156510700","19",0,2
1,"8","1156150100","19",1,66
1,"9","1156130100","19",1,8
1,"1","1156411000","19",1,1
1,"3","1156230100","19",0,1
1,"2","1156120000","19",1,3
1,"6","1156440100","19",0,6
1,"1","1156371500","19",0,10
1,"4","1156442000","19",1,3
1,"7","1156510900","19",0,8
1,"3","1156140500","19",1,1
1,"9","1156632700","19",0,6
1,"2","1156210300","19",1,1
1,"8","1156330100","19",1,1
1,"2","1156130000","19",0,13
1,"5","1156210800","19",0,3
1,"1","1156321000","19",1,1
1,"8","1156440200","19",1,150
1,"8","1156320400","19",1,3
1,"7","1156440300","19",0,5
1,"5","1156370900","19",0,7
1,"5","1156230900","19",0,49
1,"2","1156441900","19",0,18
1,"10","1156420100","19",0,2
1,"1","1156420200","19",1,5
1,"3","1156150200","19",0,119
1,"10","1156620600","19",1,2
1,"3","1156340800","19",0,1
1,"10","1156361000","19",0,1
1,"7","1156522600","19",1,2
1,"9","1156140700","19",1,4
1,"4","1156420800","19",0,10
1,"1","1156220700","19",0,66
1,"2","1156120000","19",0,1
1,"7","1156310000","19",1,11
1,"5","1156150800","19",1,16
1,"6","1156410700","19",1,2
1,"2","1156361000","19",1,3
1,"1","1156152200","19",1,1
1,"2","1156330200","19",0,10
1,"4","1156110000","19",1,20
1,"1","1156320500","19",1,2
1,"8","1156320100","19",0,6
1,"10","1156510600","19",1,7
1,"3","1156530700","19",0,1
1,"2","1156370100","19",0,1
1,"8","1156320200","19",1,13
1,"9","1156220300","19",0,2
1,"1","1156422800","19",0,2
1,"4","1156622900","19",0,30
1,"9","1156130600","19",0,8
1,"6","1156210200","19",1,15
1,"5","1156230200","19",1,6
1,"9","1156220700","19",0,4
1,"8","1156650500","19",0,15
1,"7","1156430800","19",1,7
1,"9","1156420300","19",0,6
1,"7","1156350500","19",0,3
1,"10","1156360100","19",0,4
1,"3","1156411500","19",0,5
1,"10","1156440800","19",0,11
1,"10","1156450900","19",0,4
1,"2","1156610500","19",1,1
1,"8","1156441900","19",1,5
1,"4","1156440100","19",1,3
1,"10","1156140800","19",1,1
1,"10","1156220300","19",0,1
1,"8","1156533100","19",1,1
1,"5","1156321200","19",1,2
1,"9","1156150700","19",1,56
1,"8","1156320500","19",1,9
1,"8","1156440100","19",0,15
1,"5","1156210700","19",1,2
1,"5","1156222400","19",1,7
1,"7","1156623000","19",0,6
1,"6","1156441500","19",1,1
1,"3","1156331000","19",0,8
1,"9","1156654300","19",0,14
1,"1","1156220200","19",0,5
1,"4","1156130500","19",0,11
1,"2","1156350300","19",1,2
1,"1","1156130100","19",0,2
1,"3","1156441700","19",1,3
1,"7","1156500000","19",1,20
1,"3","1156653100","19",0,6
1,"3","1156371600","19",1,1
1,"8","1156654000","19",0,1
1,"1","1156445200","19",1,2
1,"7","1156445100","19",0,13
1,"3","1156440300","19",0,57
1,"7","1156150100","19",1,3
1,"1","1156510100","19",0,9
1,"8","1156220300","19",0,21
1,"5","1156530300","19",1,3
1,"10","1156441800","19",0,43
1,"2","1156120000","19",1,2
1,"6","1156330400","19",1,1
1,"5","1156130600","19",1,9
1,"1","1156220200","19",1,1
1,"9","1156210200","19",0,25
1,"6","1156411200","19",0,5
1,"10","1156431300","19",1,3
1,"5","1156120000","19",0,3
1,"4","1156320600","19",1,3
1,"9","1156220800","19",0,37
1,"6","1156110000","19",1,5
1,"6","1156650200","19",0,13
1,"8","1156220300","19",0,5
1,"6","1156320900","19",1,4
1,"3","1156610100","19",1,3
1,"2","1156220100","19",1,8
1,"6","1156513400","19",1,1
1,"4","1156420500","19",0,2
1,"4","1156370900","19",1,7
1,"4","1156150700","19",0,4
1,"3","1156421200","19",1,5
1,"8","1156441300","19",1,4
1,"4","1156330600","19",1,3
1,"7","1156340100","19",0,12
1,"6","1156320800","19",0,2
1,"7","1156511500","19",1,1
1,"5","1156371300","19",1,1
1,"6","1156622900","19",1,1
1,"2","1156230800","19",1,1
1,"7","1156430700","19",1,5
1,"3","1156630200","19",0,15
1,"9","1156220200","19",0,1
1,"6","1156620100","19",0,1
1,"10","1156420900","19",1,1
1,"7","1156320300","19",0,4
1,"9","1156510100","19",1,1
1,"3","1156440100","19",0,2
1,"8","1156410100","19",1,4
1,"3","1156610700","19",1,1
1,"1","1156410200","19",0,2
1,"2","1156330100","19",1,11
1,"9","1156440100","19",1,13
1,"1","1156330200","19",1,4
1,"1","1156420600","19",1,4
1,"3","1156230300","19",1,2
1,"6","1156442000","19",0,4
1,"5","1156220100","19",1,1
1,"7","1156331000","19",1,3
1,"2","1156441800","19",0,24
1,"10","1156220500","19",0,7
1,"3","1156430100","19",1,5
1,"8","1156371700","19",1,4
1,"5","1156320300","19",0,6
1,"10","1156360800","19",1,6
1,"9","1156330700","19",0,1
1,"2","1156411400","19",0,8
1,"5","1156150500","19",1,1
1,"5","1156210800","19",1,1
1,"2","1156510100","19",1,5
1,"6","1156371500","19",1,1
1,"7","1156150100","19",1,5
1,"6","1156130700","19",1,1
1,"1","1156350100","19",1,6
1,"2","1156110000","19",0,5
1,"9","1156620100","19",1,2
1,"6","1156140400","19",1,1
1,"6","1156220200","19",0,4
1,"10","1156450900","19",1,2
1,"10","1156371300","19",0,3
1,"6","1156510600","19",0,1
1,"2","1156510300","19",1,4
1,"10","1156431200","19",0,4
1,"6","1156371500","19",0,3
1,"8","1156420100","19",0,14
1,"6","1156220500","19",1,1
1,"2","1156440900","19",1,1
1,"8","1156411300","19",1,1
1,"6","1156330500","19",1,9
1,"1","1156440800","19",1,2
1,"9","1156220200","19",1,2
1,"1","1156441200","19",0,14
1,"10","1156650400","19",0,6
1,"10","1156211100","19",1,2
1,"4","1156511800","19",0,5
1,"10","1156330400","19",1,1
1,"6","1156621000","19",1,1
1,"7","1156341500","19",0,2
1,"9","1156350100","19",0,2
1,"5","11560","19",1,3
1,"5","1156370800","19",1,5
1,"5","1156411500","19",0,3
1,"2","1156441500","19",0,1
1,"7","1156321000","19",1,6
1,"3","1156150800","19",0,51
1,"4","1156440500","19",0,5
1,"5","1156370400","19",0,7
1,"8","1156150300","19",1,15
1,"8","1156530500","19",1,1
1,"6","1156450100","19",1,3
1,"8","1156530100","19",1,3
1,"9","1156520300","19",0,5
1,"3","1156130800","19",1,2
1,"4","1156141000","19",1,4
1,"4","1156441700","19",0,4
1,"3","1156441400","19",1,2
1,"2","1156430900","19",1,6
1,"2","1156320100","19",0,3
1,"10","1156441500","19",1,1
1,"6","1156445300","19",0,5
1,"4","1156140200","19",0,3
1,"1","1156510500","19",0,5
1,"5","1156220100","19",0,15
1,"10","1156510500","19",1,1
1,"9","1156530900","19",1,1
1,"8","1156440800","19",1,1
1,"6","1156431000","19",1,9
1,"6","1156341600","19",0,4
1,"8","1156440100","19",0,43
1,"8","1156450500","19",0,1
1,"3","1156330300","19",0,3
1,"10","1156370700","19",0,3
1,"6","1156330400","19",0,6
1,"1","1156341500","19",0,3
1,"6","1156230100","19",0,2
1,"3","1156341300","19",1,4
1,"10","1156370300","19",0,2
1,"3","1156445200","19",0,3
1,"4","1156211000","19",0,7
1,"3","1156441900","19",0,2
1,"9","1156130400","19",0,2
1,"7","1156421100","19",1,4
1,"9","1156220200","19",0,2
1,"1","1156360600","19",0,1
1,"9","1156440800","19",1,1
1,"6","1156440600","19",0,6
1,"7","1156440300","19",1,23
1,"3","1156440300","19",1,8
1,"8","1156441400","19",1,1
1,"2","1156440600","19",1,14
1,"5","1156441300","19",0,5
1,"1","1156440700","19",0,19
1,"3","1156440300","19",0,1
1,"3","1156441300","19",1,15
1,"6","1156440600","19",1,4
1,"4","1156441700","19",0,2
1,"4","1156441900","19",1,7
1,"6","1156441800","19",1,16
1,"1","1156441600","19",0,26
1,"5","1156440700","19",0,8
1,"3","1156441800","19",0,3
1,"4","1156150100","19",0,3
1,"9","1156441800","19",1,3
1,"1","1156440200","19",0,23
1,"9","1156440500","19",1,3
1,"10","1156441300","19",1,5
1,"3","1156441900","19",0,1
1,"2","1156440100","19",1,14
1,"4","1156441400","19",0,5
1,"3","1156442000","19",0,2
1,"4","1156440100","19",1,4
1,"5","1156440500","19",0,1
1,"9","1156445100","19",1,1
1,"10","1156440100","19",0,7
1,"10","1156440300","19",0,5
1,"3","1156150900","19",1,9
1,"1","1156442000","19",0,2
1,"5","1156441500","19",0,1
1,"3","1156441900","19",1,2
1,"5","1156440200","19",0,1
1,"8","1156441500","19",1,3
1,"10","1156440600","19",1,4
1,"10","1156441300","19",1,1
1,"5","1156441200","19",0,2
1,"7","1156440400","19",1,1
1,"7","1156441800","19",1,1
1,"3","1156440600","19",0,40
1,"1","1156440400","19",1,4
1,"5","1156310000","19",1,45
1,"8","1156441600","19",1,8
1,"5","1156441900","19",0,7
1,"3","1156120000","19",1,1
1,"10","1156650100","19",1,3
1,"1","1156150100","19",1,1
1,"9","1156440300","19",1,2
1,"3","1156340100","19",1,1
1,"3","1156445300","19",0,5
1,"3","1156440600","19",1,1
1,"6","1156530100","19",1,2
1,"5","1156440600","19",0,2
1,"5","1156120000","19",0,4
1,"7","1156440500","19",0,1
1,"4","1156441700","19",0,4
1,"1","1156441900","19",0,4
1,"1","1156441300","19",0,4
1,"8","1156440700","19",1,2
1,"9","1156440900","19",1,1
1,"8","1156440600","19",1,2
1,"2","1156445200","19",0,12
1,"8","1156330100","19",0,2
1,"7","1156530700","19",0,16
1,"1","1156340100","19",0,4
1,"8","1156370100","19",1,4
1,"3","1156140800","19",1,1
1,"6","1156520500","19",1,34
1,"7","1156430100","19",0,1
1,"9","1156210600","19",0,17
1,"8","1156510400","19",1,4
1,"3","1156430700","19",1,3
1,"9","1156371000","19",1,1
1,"8","1156130600","19",0,1
1,"6","1156341700","19",1,15
1,"3","1156431000","19",0,2
1,"8","1156130200","19",1,20
1,"1","1156411700","19",1,1
1,"9","1156450100","19",1,1
1,"3","1156450300","19",0,4
1,"9","1156611000","19",1,8
1,"4","1156360700","19",1,4
1,"6","1156610700","19",0,24
1,"2","1156231200","19",0,18
1,"8","1156440100","19",0,15
1,"4","1156321300","19",1,10
1,"1","1156360700","19",0,2
1,"10","1156340800","19",1,38
1,"2","1156130200","19",1,1
1,"5","1156341500","19",1,31
1,"6","1156310000","19",0,7
1,"5","1156440400","19",1,48
1,"3","1156433100","19",1,38
1,"2","1156320100","19",0,10
1,"4","1156510400","19",1,2
1,"6","1156140700","19",0,60
1,"1","1156130100","19",1,4
1,"5","1156320500","19",0,6
1,"3","1156411700","19",0,1
1,"3","1156511900","19",1,19
1,"7","1156371300","19",1,1
1,"8","1156230600","19",0,8
1,"8","1156210200","19",1,12
1,"8","1156440300","19",1,8
1,"3","1156152200","19",0,25
1,"3","1156610500","19",1,8
1,"3","1156510100","19",1,2
1,"1","1156110000","19",1,18
1,"2","1156370900","19",0,2
1,"7","1156340600","19",0,32
1,"5","1156530500","19",0,20
1,"7","1156330100","19",1,4
1,"1","1156150600","19",1,24
1,"2","1156420900","19",0,1
1,"7","1156511800","19",0,25
1,"8","1156441900","19",0,1
1,"2","1156520200","19",0,9
1,"1","1156340200","19",0,28
1,"3","1156370200","19",1,3
1,"2","1156410400","19",1,2
1,"9","1156330300","19",0,1
1,"4","1156220200","19",1,4
1,"5","1156210100","19",1,4
1,"3","1156130900","19",1,3
1,"4","1156130600","19",1,1
1,"3","1156130900","19",1,1
1,"9","1156500000","19",1,3
1,"7","1156513400","19",1,15
1,"9","1156440200","19",1,2
1,"4","1156340700","19",0,27
1,"3","1156320500","19",1,3
1,"4","1156330100","19",0,6
1,"9","1156350500","19",1,1
1,"5","1156510300","19",1,1
1,"2","1156130200","19",1,5
1,"8","1156620500","19",1,37
1,"6","1156321000","19",1,5
1,"5","1156220500","19",1,19
1,"10","1156640400","19",0,11
1,"1","1156210100","19",1,3
1,"10","1156520500","19",1,1
1,"4","1156640100","19",0,3
1,"9","1156442000","19",0,2
1,"3","1156610100","19",1,2
1,"9","1156620900","19",1,6
1,"4","1156510900","19",1,28
1,"9","1156320500","19",1,11
1,"2","1156442000","19",1,1
1,"7","1156340500","19",1,25
1,"7","1156410200","19",0,1
1,"6","1156510100","19",1,3
1,"5","1156430100","19",1,1
1,"5","1156321300","19",0,2
1,"4","1156530100","19",1,4
1,"5","1156530900","19",1,14
1,"9","1156520100","19",1,3
1,"5","1156530100","19",1,2
1,"9","1156621000","19",1,16
1,"1","1156320100","19",1,8
1,"2","1156441600","19",0,1
1,"7","1156530600","19",0,34
1,"2","1156530800","19",0,15
1,"4","1156140800","19",1,1
1,"8","1156340100","19",1,2
1,"4","1156623000","19",1,4
1,"6","1156410400","19",0,2
1,"4","1156370200","19",1,2
1,"4","1156410500","19",1,1
1,"4","1156330500","19",0,3
1,"6","1156230700","19",1,7
1,"7","1156371000","19",0,1
1,"7","1156230100","19",1,2
1,"5","1156330100","19",1,2
1,"10","1156350600","19",1,3
1,"6","1156150700","19",0,2
1,"8","1156150700","19",1,1
1,"8","1156410800","19",1,2
1,"7","1156320500","19",0,8
1,"3","1156130300","19",1,2
1,"8","1156210200","19",1,8
1,"8","1156513200","19",1,18
1,"7","1156110000","19",1,5
1,"10","1156632500","19",0,2
1,"10","1156510100","19",0,5
1,"4","1156441900","19",1,3
1,"10","1156370200","19",1,3
1,"5","1156440100","19",1,3
1,"4","1156430300","19",1,1
1,"8","1156320500","19",1,2
1,"8","1156410100","19",0,3
1,"6","1156510100","19",1,2
1,"6","1156511700","19",1,3
1,"7","1156340400","19",0,2
1,"6","1156340500","19",1,1
1,"4","1156620300","19",1,1
1,"1","1156654000","19",0,11
1,"2","1156510100","19",1,3
1,"3","1156500000","19",0,2
1,"8","1156450100","19",0,3
1,"6","1156620700","19",0,10
1,"6","1156360700","19",1,1
1,"3","1156450100","19",0,1
1,"2","1156360100","19",1,1
1,"5","1156230500","19",0,1
1,"4","1156630200","19",1,9
1,"9","1156430100","19",1,2
1,"8","1156230100","19",1,3
1,"10","1156220200","19",0,1
1,"9","1156630100","19",0,1
1,"7","1156610200","19",1,14
1,"10","1156530400","19",1,14
1,"4","1156421000","19",0,1
1,"4","1156350900","19",1,1
1,"10","1156654200","19",0,5
1,"4","1156361000","19",1,5
1,"6","1156622900","19",0,1
1,"2","1156230200","19",0,26
1,"10","1156410200","19",1,1
1,"6","1156610600","19",1,2
1,"9","1156530800","19",1,14
1,"8","1156622900","19",0,16
1,"1","1156530600","19",0,23
1,"1","1156230400","19",1,29
1,"10","1156420500","19",1,44
1,"1","1156152200","19",0,11
1,"9","1156630100","19",1,4
1,"7","1156230500","19",0,1
1,"7","1156130400","19",1,7
1,"6","1156654000","19",0,8
1,"8","1156231200","19",0,2
1,"5","1156450100","19",0,6
1,"9","1156370200","19",1,1
1,"8","1156621100","19",1,16
1,"4","1156640500","19",0,3
1,"8","1156450600","19",0,3
1,"2","1156513300","19",0,15
1,"3","1156450900","19",1,1
1,"2","1156450000","19",0,1
1,"4","1156330600","19",1,6
1,"4","1156220500","19",1,1
1,"6","1156350900","19",1,1
1,"5","1156620700","19",0,10
1,"7","1156441300","19",0,2
1,"10","1156441200","19",1,2
1,"3","1156420900","19",0,2
1,"10","1156441800","19",0,1
1,"3","1156450100","19",1,7
1,"9","1156530400","19",0,2
1,"1","1156420100","19",1,2
1,"1","1156420100","19",0,9
1,"5","1156659000","19",0,9
1,"7","1156410100","19",0,4
1,"3","1156220100","19",0,2
1,"1","1156520100","19",1,11
1,"7","1156340100","19",1,2
1,"1","1156370200","19",1,12
1,"8","1156530900","19",1,11
1,"1","1156440700","19",1,2
1,"7","1156533100","19",1,17
1,"7","1156620300","19",1,12
1,"6","1156420800","19",0,15
1,"10","1156610100","19",0,2
1,"5","1156321300","19",0,1
1,"10","1156110000","19",0,2
1,"2","1156350100","19",1,3
1,"10","1156370600","19",1,1
1,"3","1156320200","19",0,5
1,"6","1156211400","19",1,2
1,"7","1156451400","19",1,12
1,"2","1156659000","19",1,7
1,"9","1156510600","19",1,28
1,"6","1156410400","19",0,1
1,"2","1156442000","19",0,2
1,"5","1156231100","19",0,16
1,"7","1156622900","19",1,7
1,"3","1156110000","19",1,8
1,"5","1156230500","19",1,40
1,"5","1156150100","19",1,7
1,"4","1156320600","19",1,5
1,"2","1156430100","19",0,3
1,"1","1156520300","19",1,1
1,"6","1156340200","19",1,5
1,"1","1156361100","19",0,1
1,"2","1156440300","19",1,6
1,"5","1156150200","19",1,1
1,"9","1156441900","19",1,9
1,"5","1156130100","19",1,2
1,"1","1156441300","19",1,4
1,"5","1156640300","19",1,10
1,"2","1156440700","19",1,3
1,"10","1156331000","19",1,4
1,"1","1156620200","19",1,6
1,"4","1156610100","19",0,9
1,"2","1156330500","19",0,1
1,"7","1156220200","19",0,1
1,"5","1156331000","19",1,1
1,"8","1156211000","19",0,14
1,"7","1156442000","19",0,1
1,"8","1156630100","19",1,2
1,"3","1156320600","19",0,1
1,"8","1156430100","19",1,3
1,"7","1156360200","19",1,3
1,"4","1156610500","19",0,7
1,"5","1156620300","19",0,1
1,"5","1156410300","19",0,2
1,"6","1156652800","19",0,9
1,"8","1156110000","19",0,11
1,"6","1156210200","19",0,1
1,"6","1156130400","19",1,1
1,"2","1156220800","19",1,14
1,"9","1156220600","19",0,10
1,"6","1156445300","19",0,22
1,"9","1156340500","19",1,2
1,"10","1156130500","19",1,2
1,"5","1156620200","19",0,10
1,"3","1156130100","19",0,1
1,"8","1156152900","19",1,3
1,"6","1156330600","19",0,2
1,"3","1156211200","19",0,2
1,"7","1156230100","19",1,9
1,"10","1156330900","19",1,12
1,"5","1156440100","19",1,2
1,"1","1156440200","19",1,1
1,"6","1156210700","19",0,15
1,"9","1156520300","19",1,1
1,"4","1156130600","19",0,18
1,"3","1156620800","19",1,18
1,"10","1156450400","19",1,1
1,"1","1156520100","19",1,2
1,"8","1156110000","19",0,7
1,"6","1156350100","19",0,4
1,"2","1156320200","19",1,2
1,"7","1156500000","19",1,3
1,"3","1156640100","19",1,9
1,"9","1156150400","19",1,1
1,"2","1156320300","19",1,1
1,"4","1156330100","19",1,9
1,"8","1156341100","19",0,5
1,"10","1156450300","19",1,2
1,"6","1156410700","19",1,3
1,"10","1156130100","19",0,3
1,"8","1156330200","19",1,3
1,"5","1156320500","19",0,1
1,"5","1156510100","19",1,5
1,"4","1156340400","19",1,1
1,"3","1156620100","19",0,2
1,"4","1156330300","19",0,1
1,"3","1156532800","19",0,8
1,"7","1156320900","19",1,1
1,"6","1156530300","19",0,1
1,"7","1156450100","19",1,11
1,"1","1156420300","19",1,2
1,"7","1156231000","19",1,1
1,"6","1156140100","19",1,5
1,"2","1156310000","19",1,2
1,"4","1156440300","19",0,7
1,"7","1156652700","19",0,2
1,"8","1156623000","19",1,2
1,"1","1156131000","19",0,2
1,"1","1156441500","19",1,1
1,"3","1156320200","19",0,2
1,"2","1156130600","19",0,2
1,"4","1156511500","19",1,1
1,"4","1156330200","19",0,3
1,"4","1156350600","19",0,2
1,"5","1156440100","19",0,5
1,"4","1156141100","19",0,1
1,"2","1156630200","19",0,1
1,"3","1156320800","19",1,2
1,"4","1156640100","19",0,2
1,"5","1156360600","19",0,1
1,"4","1156445200","19",1,1
1,"1","1156450500","19",1,2
1,"8","1156440300","19",0,1
1,"10","1156330300","19",0,1
1,"5","1156131000","19",0,2
1,"1","1156110000","19",1,2
1,"7","1156410100","19",0,1
1,"5","1156340100","19",0,1
1,"3","1156150100","19",1,2
1,"8","1156441900","19",1,1
1,"1","1156440300","19",1,3
1,"2","1156530400","19",0,1
1,"7","1156410600","19",0,1
1,"8","1156431300","19",0,1
1,"3","1156130400","19",1,3
1,"8","1156440700","19",1,1
1,"4","1156441900","19",0,1
1,"6","1156650100","19",0,1
1,"10","1156450300","19",1,1
1,"5","1156310000","19",0,4
1,"7","1156621200","19",0,8
1,"6","1156500000","19",0,1
1,"2","1156330200","19",1,1
1,"7","1156513300","19",1,3
1,"8","1156220100","19",1,2
1,"1","1156330200","19",0,1
1,"2","1156130100","19",1,1
1,"8","1156231100","19",0,1
1,"8","1156350900","19",0,2
1,"6","1156440200","19",0,1
1,"4","1156630200","19",0,2
1,"6","1156440100","19",0,1
1,"9","1156130300","19",1,2
1,"10","1156500000","19",0,2
1,"6","1156510400","19",0,16
1,"9","1156220100","19",1,5
1,"9","1156530300","19",0,1
1,"7","1156130200","19",0,12
1,"3","1156321200","19",0,1
1,"7","1156211200","19",1,1
1,"9","1156620100","19",0,1
1,"8","1156220200","19",0,2
1,"6","1156320500","19",0,1
1,"5","1156522300","19",1,12
1,"1","1156220100","19",1,2
1,"4","1156350500","19",1,3
1,"8","1156654300","19",0,4
1,"3","1156130600","19",0,1
1,"4","1156532500","19",0,3
1,"10","1156370900","19",1,8
1,"7","1156350500","19",1,7
1,"8","1156320600","19",1,1
1,"1","1156140200","19",0,1
1,"10","1156411300","19",1,2
1,"3","1156350600","19",0,1
1,"4","1156370700","19",1,2
1,"8","1156440300","19",1,4
1,"3","1156430400","19",1,1
1,"6","1156330100","19",1,4
1,"6","1156440100","19",1,1
1,"10","1156500000","19",0,4
1,"2","1156330100","19",1,1
1,"7","1156450100","19",0,2
1,"2","1156120000","19",0,1
1,"1","1156431100","19",0,1
1,"1","1156150700","19",1,22
1,"8","1156411300","19",0,1
1,"1","1156330100","19",1,16
1,"3","1156420800","19",0,1
1,"4","1156130200","19",1,1
1,"9","1156430400","19",0,2
1,"7","1156370300","19",1,1
1,"6","1156310000","19",1,7
1,"8","1156510100","19",1,5
1,"1","1156530400","19",1,2
1,"6","1156340100","19",1,1
1,"10","1156331000","19",0,3
1,"7","1156350100","19",1,3
1,"1","1156610100","19",0,2
1,"8","1156511300","19",0,1
1,"8","1156620200","19",1,7
1,"6","1156320200","19",0,1
1,"1","1156360300","19",1,2
1,"6","1156440100","19",1,2
1,"7","1156420500","19",0,2
1,"6","1156360700","19",0,1
1,"6","1156620800","19",1,1
1,"7","1156210200","19",1,5
1,"7","1156210200","19",1,2
1,"6","1156320600","19",1,1
1,"10","1156420600","19",1,1
1,"6","1156210800","19",1,2
1,"3","1156510100","19",0,2
1,"3","1156310000","19",1,1
1,"5","1156211100","19",1,1
1,"2","1156321100","19",1,1
1,"9","1156650200","19",0,7
1,"2","1156422800","19",0,1
1,"4","1156411000","19",1,3
1,"5","1156421200","19",1,1
1,"1","1156620800","19",0,1
1,"8","1156120000","19",1,3
1,"2","1156430500","19",1,2
1,"5","1156451100","19",0,1
1,"8","1156511600","19",1,3
1,"6","1156620100","19",1,4
1,"9","1156222400","19",0,25
1,"10","1156130500","19",0,1
1,"10","1156330700","19",0,2
1,"4","1156440100","19",0,2
1,"6","1156610100","19",1,4
1,"10","1156220100","19",1,1
1,"5","1156620600","19",1,17
1,"10","1156450900","19",0,7
1,"2","1156610700","19",1,1
1,"9","1156620700","19",1,12
1,"5","1156441900","19",1,3
1,"3","1156370200","19",0,3
1,"2","1156371000","19",1,3
1,"9","1156652700","19",1,5
1,"3","1156632200","19",1,4
1,"4","1156340300","19",1,1
1,"2","1156370600","19",1,2
1,"10","1156450200","19",1,1
1,"7","1156360300","19",0,9
1,"7","1156320400","19",1,2
1,"5","1156130600","19",1,3
